github.com/AlDanial/cloc v 1.96  T=16.75 s (315.6 files/s, 121472.1 lines/s)
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                                                                                                                                     blank        comment           code
../nutanix-era-airavata/nutest/testcases/era/common_layer/port_block/test_iscsi_port_block.py                                                                                                                               33             78            287
../nutanix-era-airavata/nutest/workflows/nutanix/era/testlib/onprem_ui/common_utils_ui.py                                                                                                                                   47            164            287
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/era/EraDrive/EraStorageRepositoryV2.py                                                                                                                   40             13            285
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/nutanix/Utils/hypervisorutils/esx/EsxHypervisor.py                                                                                                       19             12            285
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/era_ha/era_repo_ha/main.yml                                                                                                                                     52             14            285
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/scaleup_database/scaleup_availability_group.py                                                                                                    32             61            285
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/saphana_database/unix/generic/actions/clone_saphana_database/roles/db_recovery/tasks/main.yml                                                                   48             14            285
../nutanix-era-airavata/era_server_cli/nutanix_era/era_server_cli/client/cli_framework/Entities/HighAvailability.py                                                                                                         48              5            285
../nutanix-era-airavata/nutest/testcases/era/common_layer/blk_mq/test_blk_mq.py                                                                                                                                             30             83            285
../nutanix-era-airavata/ui/src/components/Modals/timemachines/AddDbServers.jsx                                                                                                                                              20             21            285
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/provision/provision_step_generator.py                                                                                                             56             10            284
../nutanix-era-airavata/era_cli/nutanix_era/era_cli/client/cli_framework/Entities/DiagnosticBundle.py                                                                                                                       43              1            283
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/register_application/register_cluster_orchestrator.py                                                                                             33             43            283
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dao/impl/postgres/EraTagsPostgresImpl.java                                                                                                                             18              5            283
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dao/impl/postgres/EraLcmDaoImpl.java                                                                                                                                   27              7            282
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dto/mw/EraMWEntityTaskAssocCreateDTO.java                                                                                                                              36             15            282
../nutanix-era-airavata/nutest/thirdparty_tools/metadata_processor/user_tags.json                                                                                                                                            2              0            282
../nutanix-era-airavata/tests/era_drivers/nutanix_era/era_drivers/common/nutanix/test_cloneDBServerOrchestrator.py                                                                                                          33              8            282
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/mongodb_operations.py                                                                                                                          49             19            281
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/roles/app_metadata_refresh/tasks/main.yml                                                                                51             16            281
../nutanix-era-airavata/era_common/nutanix_era/common/HCS_connect/entities/Instance.py                                                                                                                                      32              8            280
../nutanix-era-airavata/era_common/nutanix_era/common/hcs_lite/shared/S3APIClient.py                                                                                                                                        41             38            280
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/nutanix/staginglogcopy/BucketBasedDatabaseGroupEraLogCopyOrchestrator.py                                                                                 46             19            280
../nutanix-era-airavata/mgmt_app/test/com/nutanix/era/controllers/v2/TagControllerTest.java                                                                                                                                 54             11            279
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/create_oracle_db_server/roles/dbserver_prepare_software/tasks/main.yml                                                     30             10            278
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/restore_database/roles/restore_secondaries/tasks/main.yml                                                                63             10            278
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/saphana_database/unix/generic/actions/provision_saphana_database/roles/register_saphana_database/tasks/main.yml                                                 40              5            278
../nutanix-era-airavata/nutest/tools/release_management/era_version_bump_commit.py                                                                                                                                          48             53            278
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/backup_oracle_database/backup_oracle_database/tasks/main.yml                                                               60             48            277
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/cleanup_database/main.yml                                                                                                47              3            277
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/clone_postgres_database/driver.json                                                                                       1              0            277
../nutanix-era-airavata/nutest/testcases/era/clone/oracle/test_clone_create_negative_oracle.py                                                                                                                              30             79            277
../nutanix-era-airavata/nutest/testcases/era/database/oracle/pdb_restore/config.json                                                                                                                                         1              0            277
../nutanix-era-airavata/setup/vm_setup/era_server/update_era_server_config.py                                                                                                                                               66              2            277
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/patch_os/patch_os.py                                                                                                                                            62             18            276
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/patch_os_postgres_database/roles/post_patch_postgres_database/tasks/main.yml                                             53              1            276
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dto/task/dbserver/ProvisionNodeInfo.java                                                                                                                               64              8            276
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/api/v2/ERACloneServiceAPI.java                                                                                                                                 64              5            276
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/vo/operation/EraOperationMetadata.java                                                                                                                                 75              1            276
../nutanix-era-airavata/nutest/testcases/era/ssl/postgres/systemtest/config.json                                                                                                                                             4              0            276
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/nutanix/Utils/hypervisorutils/ahv/osutils/win_utils/AhvWinProcessor.py                                                                                   44             21            275
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/unix/generic/actions/patch_os_mongodb_database/roles/patch_mongodb_ha_node/tasks/main.yml                                                      50              3            275
../nutanix-era-airavata/nutest/setup/nutest_deploy.sh                                                                                                                                                                       49             18            275
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/host/Windows/StoragePool/StoragePool.py                                                                                                                  31             43            274
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/register_postgres_database/roles/rollback/tasks/main.yml                                                                 31             19            274
../nutanix-era-airavata/nutest/testcases/era/provisioning/mssql/parallel_operations_tests/test_parallel_operations.py                                                                                                       30             51            274
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/era_server/curation/entities/EraDriveCuration.py                                                                                                                28             15            272
../nutanix-era-airavata/setup/era_server_setup/config/driver_config/setup/driver_config_info.json                                                                                                                            0              0            272
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/ag_database_base/ag_database_base.py                                                                                                              45             38            271
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/impl/ERARoleServiceImpl.java                                                                                                                                   48             33            271
../nutanix-era-airavata/nutest/testcases/era/sla/config.json                                                                                                                                                                 0              0            271
../nutanix-era-airavata/nutest/workflows/nutanix/era/testlib/era/cluster.py                                                                                                                                                 35             94            271
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/utils/helpers/DownloadAPICaller.py                                                                                                                       58              4            270
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/provision_postgres_database/roles/rollback/tasks/main.yml                                                                26             11            270
../nutanix-era-airavata/nutest/testcases/era/database/oracle/custom_oracle_home/config.json                                                                                                                                  0              0            270
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mysql_database/unix/generic/actions/provision_mysql_database/provision_mysql_database.py                                                                        48             11            269
../nutanix-era-airavata/mgmt_app/test/com/nutanix/era/service/impl/EraMaintenanceWindowServiceImplTest.java                                                                                                                 45              2            269
../nutanix-era-airavata/ui/src/components/Modals/databases/DbEngine.jsx                                                                                                                                                      8              4            269
../nutanix-era-airavata/ui/src/components/Modals/databases/DeleteClone.jsx                                                                                                                                                   8              4            269
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/nutanix/Utils/hypervisorutils/ahv/AhvHypervisor.py                                                                                                       21             16            268
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mysql_database/unix/generic/actions/clone_mysql_database/main.yml                                                                                               46             10            268
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/api/EraLogDrivesServiceAPI.java                                                                                                                               102             12            268
../nutanix-era-airavata/nutest/testcases/era/database/mariadb/database_add/config.json                                                                                                                                       4              0            268
../nutanix-era-airavata/nutest/tools/oracle_database/oracle_setup.py                                                                                                                                                        31             45            268
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/vss/sqlserver_requestor/create.cpp                                                                                                                97             56            267
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/model/sla/engine/schedule/v2/ScheduleWorkEngine.java                                                                                                                   27             20            267
../nutanix-era-airavata/ui/src/components/entity-sidebar-left/LogsSidebarLeft.jsx                                                                                                                                           12              3            267
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/register_oracle_database/bin/backup_to_be_removed_later_by_kamal_bala/Texttable.py                                         59             42            266
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/controllers/v2/EraLcmController.java                                                                                                                                   20              4            266
../nutanix-era-airavata/nutest/testcases/era/database/generic/test_database_list.py                                                                                                                                         25            132            266
../nutanix-era-airavata/setup/vm_setup/era_server/upgrade.sh                                                                                                                                                                61             44            266
../nutanix-era-airavata/utils/requirements.txt                                                                                                                                                                               1              0            266
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/cleanup_database/cleanup_group_database.py                                                                                                        52             69            265
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/clone_application/clone_anchor_database.py                                                                                                        52             55            265
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/refresh_clone/refresh_ag_clone_secondary_orchestrator.py                                                                                          37             52            265
../nutanix-era-airavata/nutest/tools/smokes_backup/171/html/smoke_tests.json                                                                                                                                                 0              0            265
../nutanix-era-airavata/setup/repos_setup/repos/schema_upgrades/2.1.0-pre-release-1.sql                                                                                                                                     74             12            265
../nutanix-era-airavata/era_common/nutanix_era/common/generic/print_utils.py                                                                                                                                                41              8            264
../nutanix-era-airavata/era_common/nutanix_era/common/security/SSLUtil.py                                                                                                                                                   21              0            264
../nutanix-era-airavata/era_server_cli/nutanix_era/era_server_cli/client/cli_framework/Entities/Network.py                                                                                                                  40              3            264
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/entities/filters/ERATimeMachineClusterAssocFilter.java                                                                                                                 44              2            264
../nutanix-era-airavata/ui/src/components/Modals/tags/CreateUpdateTag.jsx                                                                                                                                                   15              4            264
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/AnsibleRoles/register_host/tasks/main.yml                                                                                                                       41             13            263
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/era_server/stepgen/utils/StepGenDriverUtils.py                                                                                                                  11             13            263
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/clone_oracle_database/roles/configure_ha_brownfield/tasks/main.yml                                                         38              3            263
../nutanix-era-airavata/nutest/testcases/era/platform/ndb_ha/test_dbserver_down/config.json                                                                                                                                  0              0            263
../nutanix-era-airavata/nutest/thirdparty_tools/nutest_linter/nutest_linter.py                                                                                                                                              54             85            263
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mysql_database/unix/generic/actions/register_mysql_database/register_mysql_database.py                                                                          52              9            262
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/impl/ERAGroupServiceImpl.java                                                                                                                                  42             18            262
../nutanix-era-airavata/ui/src/pages/administration/Authentication.jsx                                                                                                                                                      15              4            262
../nutanix-era-airavata/era_common/nutanix_era/common/mgmt_server/ERAMaintenanceWindowResourceUtil.py                                                                                                                       27              0            261
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/model/sla/engine/schedule/SLAScheduleEngine.java                                                                                                                       32             21            261
../nutanix-era-airavata/nutest/testcases/era/systemtest/config.json                                                                                                                                                          0              0            261
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/unix/generic/actions/clone_mongodb_database/driver.json                                                                                         1              0            260
../nutanix-era-airavata/ui/src/components/Modals/auth/CreateUpdateRole.jsx                                                                                                                                                  21              4            260
../nutanix-era-airavata/ui/src/components/Modals/common/SnapshotSchedule.jsx                                                                                                                                                 5              4            260
../nutanix-era-airavata/ui/src/pages/administration/EmailNotification.jsx                                                                                                                                                   14              5            260
../nutanix-era-airavata/era_common/nutanix_era/common/mgmt_server/EraUserUtil.py                                                                                                                                            46             35            259
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/cleanup_database/main.yml                                                                                                  69             46            259
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/roles/perform_db_operation/templates/patch_rac_database_sh.j2                                                              50              7            259
../nutanix-era-airavata/nutest/testcases/era/clone/mssql/test_clone_rename_refresh_customer_scenario/test_clone_rename_refresh.py                                                                                           37             77            259
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/era_ha/era_repo_ha/EraRepoHighAvailability.py                                                                                                                   44             35            258
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dto/entities/applications/ERAApplicationDTO.java                                                                                                                       45             23            258
../nutanix-era-airavata/nutest/testcases/era/clone/mssql/test_multidb/test_clone_multi_db_mssql.py                                                                                                                          40             76            258
../nutanix-era-airavata/nutest/workflows/workflow_application_remove.py                                                                                                                                                     17             83            258
../nutanix-era-airavata/nutest/workflows/workflow_notification.py                                                                                                                                                           13             58            258
../nutanix-era-airavata/setup/vm_setup/era_server/replicate_vm.py                                                                                                                                                           38             66            258
../nutanix-era-airavata/setup/vm_setup/oracle/create_db/sample_config/config_rahane.json                                                                                                                                     0              0            258
../nutanix-era-airavata/nutest/testcases/era/time_machine/test_time_machine_frozen_state.py                                                                                                                                 20             42            257
../nutanix-era-airavata/setup/era_server_setup/scripts/validate_prechecks.py                                                                                                                                                36             12            257
../nutanix-era-airavata/ui/src/pages/timeMachines/leftMenuItems.jsx                                                                                                                                                         10              4            257
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/PostgresDriverUtils.py                                                                                                           68            153            256
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/model/sla/engine/schedule/SLAScheduleWorkManager.java                                                                                                                  33              5            256
../nutanix-era-airavata/nutest/testcases/era/role/test_role.py                                                                                                                                                              18             73            256
../nutanix-era-airavata/setup/era_server_setup/config/driver_config/bpg_config/sql_template.yml                                                                                                                             29             26            256
../nutanix-era-airavata/setup/vm_setup/oracle/create_db/sample_config/config_tomahawk.json                                                                                                                                   0              0            256
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/clone_oracle_database/roles/db_recovery/templates/db_inst_init_sh.j2                                                       45             40            255
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/register_application/deregister_cluster_dbserver_orchestrator.py                                                                                  44             25            255
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/model/accesscontrol/ERAUser.java                                                                                                                                       68             35            255
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/model/schedule/EraSchedule.java                                                                                                                                        51              1            255
../nutanix-era-airavata/nutest/testcases/era/multi_cluster/mssql/config.json                                                                                                                                                 1              0            255
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/extend_database_storage/extend_storage_orchestrator.py                                                                                            47             44            254
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/provision/add_to_domain_script.py                                                                                                                 43             18            254
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dao/impl/postgres/ERAEntityCredsPostgresImpl.java                                                                                                                      28             12            254
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dto/task/clone/CreateCloneInternalTaskInfoDTO.java                                                                                                                     31             16            254
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/stepgen/EraOperationDebugInfoDTO.java                                                                                                                                  40              4            254
../nutanix-era-airavata/setup/vm_setup/era_server/nutest_config_fs_devtest.json                                                                                                                                              1              0            254
../nutanix-era-airavata/setup/vm_setup/era_server/nutest_config_fs_iscsi.json                                                                                                                                                1              0            254
../nutanix-era-airavata/setup/vm_setup/era_server/nutest_config_priv_user_siha.json                                                                                                                                          0              0            254
../nutanix-era-airavata/era_cli/nutanix_era/era_cli/client/cli_framework/Entities/Schedule.py                                                                                                                               26              7            253
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/era/EraDrive/EraLogDisk.py                                                                                                                               34              7            253
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/unix/generic/actions/patch_os_mongodb_database/roles/post_patch_mongodb_database/tasks/main.yml                                                47              3            253
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/scheduler/generic/ERAGenericEngine.java                                                                                                                                28              7            253
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/api/ERADBServerClusterServiceAPI.java                                                                                                                          55              5            253
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/impl/ERASlaPolicyServiceImpl.java                                                                                                                              37             15            253
../nutanix-era-airavata/nutest/testcases/era/best_practices/mssql/test_bpg_suite.py                                                                                                                                         29             52            253
../nutanix-era-airavata/nutest/testcases/era/platform/health_report/config.json                                                                                                                                              0              0            253
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/AnsibleModules/bin/ansi_era_dbserver.py                                                                                                                         14             10            252
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/common/utils/helpers/UdevAdmin.py                                                                                                                               22             29            252
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/unix/generic/actions/patch_mongodb_database/roles/patch_mongodb_ha_node/tasks/main.yml                                                         42              4            252
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/refresh_clone/refresh_ag_orchestrator.py                                                                                                          47             33            252
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/import_database_dump/import_database_orchestrator.py                                                                                              42             49            251
../nutanix-era-airavata/mgmt_app/test/com/nutanix/era/service/impl/ERAHighAvailabilityServiceImplTest.java                                                                                                                  26              0            251
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/vss/era_hardware_provider/EraVssHwProvider/EraVssHwProvider.cpp                                                                                   29             12            250
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/patch_os/maintenance_window_orchestration.py                                                                                                                    53             21            250
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/upgrade_db_server/main.yml                                                                                                                                      64             13            250
../nutanix-era-airavata/nutest/tools/smokes_backup/170/html/smoke_tests.json                                                                                                                                                 0              0            250
../nutanix-era-airavata/setup/server_scripts/Discovery/DiscoveryUtil/discovery_util.py                                                                                                                                      49             44            250
../nutanix-era-airavata/era_cli/nutanix_era/era_cli/client/cli_framework/Entities/AccessPolicy.py                                                                                                                           39              4            249
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/unix/generic/actions/register_mongodb_database/roles/rollback/tasks/main.yml                                                                   29             14            249
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/postgres_database/unix/generic/actions/clone_postgres_database/main.yml                                                                                         46              7            249
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/impl/ERAProxyServiceImpl.java                                                                                                                                  50             30            249
../nutanix-era-airavata/mgmt_app/test/com/nutanix/era/alert/engine/ERAAlertEngineTest.java                                                                                                                                  54              1            249
../nutanix-era-airavata/nutest/testcases/era/clone/mssql/test_clone_refresh_zero_downtime/config.json                                                                                                                        0              0            249
../nutanix-era-airavata/setup/vm_setup/windows/code/Winpy.py                                                                                                                                                                56             88            249
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/unix/generic/actions/clone_mongodb_database/roles/register_clone/tasks/main.yml                                                                34             10            248
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/scaleup_cluster/scaleup_cluster.py                                                                                         53             19            248
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dto/entities/database/ERADatabaseGroupStateInfo.java                                                                                                                   25             17            248
../nutanix-era-airavata/nutest/testcases/era/database/oracle/create_standby/test_oracle_create_standby.py                                                                                                                   34            244            248
../nutanix-era-airavata/setup/repos_setup/repos/schema_upgrades/2.2.sql                                                                                                                                                     51             15            248
../nutanix-era-airavata/setup/vm_setup/era_server/migrate_vm.py                                                                                                                                                             49              6            248
../nutanix-era-airavata/setup/vm_setup/era_server/nutest_config_fs_default_instance_devtest.json                                                                                                                             1              0            248
../nutanix-era-airavata/tests/era_common/nutanix_era/common/common/ntnx/test_NXConnection.py                                                                                                                                42              0            248
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mysql_database/unix/generic/actions/register_mysql_database/roles/discover_database/tasks/main.yml                                                              60              8            247
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/register_dbserver_cluster/linux/register_linux_cluster.py                                                                                                       45              8            247
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/register_host/ansible/register_linux_dbserver/register_linux_host.py                                                                                            45             10            247
../nutanix-era-airavata/nutest/resources/era/upgrade.json                                                                                                                                                                    1              0            247
../nutanix-era-airavata/nutest/testcases/era/common_layer/oracle_xfs/test_oracle_xfs.py                                                                                                                                     14             52            247
../nutanix-era-airavata/nutest/workflows/nutanix/era/testlib/era/alert.py                                                                                                                                                   57            154            247
../nutanix-era-airavata/setup/vm_setup/era_server/nutest_config_priv_user_fslvm.json                                                                                                                                         1              0            247
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/oracle_database/unix/generic/actions/provision_oracle_database/roles/rollback/tasks/main.yml                                                                    26             11            246
../nutanix-era-airavata/setup/server_scripts/helper_scripts/common_layer/Log Drive Migration/metadata_update.py                                                                                                             37             10            245
../nutanix-era-airavata/ui/src/components/Modals/dbservers/CreateDbServer_Cluster_DbServer.jsx                                                                                                                               5              4            245
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/mongodb_database/unix/generic/actions/provision_mongodb_database/roles/configure_mongod/tasks/main.yml                                                          45              8            244
../nutanix-era-airavata/era_drivers/nutanix_era/era_drivers/orchestrators/create_snapshot/vdi_snapshot.py                                                                                                                   42             28            244
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/dto/entities/database/ERADatabase.java                                                                                                                                 54              3            244
../nutanix-era-airavata/mgmt_app/src/com/nutanix/era/service/impl/ERAEntityScheduleImpl.java                                                                                                                                16             11            244
../nutanix-era-airavata/mgmt_app/test/com/nutanix/era/model/sla/engine/schedule/v2/ScheduleWorkManagerTest.java                                                                                                             17              0            244
